disease,ID
"Hearing Loss, Central",C09.218.458.341.887.432
"Hearing Loss, Noise-Induced",C09.218.458.341.887.460
Presbycusis,C09.218.458.341.887.772
Usher Syndromes,C09.218.458.341.887.886
"Hearing Loss, Sudden",C09.218.458.341.900
"Hearing Loss, Unilateral",C09.218.458.341.950
Hyperacusis,C09.218.458.505
Tinnitus,C09.218.458.670
Herpes Zoster Oticus,C09.218.513
Labyrinth Diseases,C09.218.568
Cochlear Diseases,C09.218.568.120
Endolymphatic Hydrops,C09.218.568.217
Meniere Disease,C09.218.568.217.500
Labyrinthitis,C09.218.568.558
Vestibular Diseases,C09.218.568.900
Bilateral Vestibulopathy,C09.218.568.900.442
Vertigo,C09.218.568.900.883
Benign Paroxysmal Positional Vertigo,C09.218.568.900.883.500
Myringosclerosis,C09.218.636
Otitis,C09.218.705
Labyrinthitis,C09.218.705.371
Otitis Externa,C09.218.705.496
Otitis Media,C09.218.705.663
Mastoiditis,C09.218.705.663.652
Otitis Media with Effusion,C09.218.705.663.670
"Otitis Media, Suppurative",C09.218.705.663.680
Petrositis,C09.218.705.663.841
Otomycosis,C09.218.736
Otosclerosis,C09.218.768
Retrocochlear Diseases,C09.218.807
"Auditory Diseases, Central",C09.218.807.186
Auditory Perceptual Disorders,C09.218.807.186.094
"Hearing Loss, Central",C09.218.807.186.432
Vestibulocochlear Nerve Diseases,C09.218.807.800
"Neuroma, Acoustic",C09.218.807.800.675
Neurofibromatosis 2,C09.218.807.800.675.500
Vestibular Neuronitis,C09.218.807.800.837
Vestibulocochlear Nerve Injuries,C09.218.807.800.918
Susac Syndrome,C09.218.855
Tympanic Membrane Perforation,C09.218.903
Laryngeal Diseases,C09.400
"Granuloma, Laryngeal",C09.400.232
Laryngeal Edema,C09.400.313
Laryngeal Neoplasms,C09.400.369
Laryngeal Nerve Injuries,C09.400.424
Recurrent Laryngeal Nerve Injuries,C09.400.424.500
Laryngitis,C09.400.535
Croup,C09.400.535.365
Laryngocele,C09.400.549
Laryngomalacia,C09.400.563
Laryngostenosis,C09.400.591
Supraglottitis,C09.400.840
"Tuberculosis, Laryngeal",C09.400.860
Vocal Cord Dysfunction,C09.400.895
Laryngismus,C09.400.895.500
Vocal Cord Paralysis,C09.400.931
Voice Disorders,C09.400.940
Aphonia,C09.400.940.160
Dysphonia,C09.400.940.325
Hoarseness,C09.400.940.490
Nose Diseases,C09.603
Choanal Atresia,C09.603.171
Epistaxis,C09.603.261
"Granuloma, Lethal Midline",C09.603.393
Nasal Obstruction,C09.603.525
Nasal Polyps,C09.603.557
Nasal Septal Perforation,C09.603.588
"Nose Deformities, Acquired",C09.603.619
Nose Neoplasms,C09.603.669
Paranasal Sinus Neoplasms,C09.603.669.693
Maxillary Sinus Neoplasms,C09.603.669.693.575
Paranasal Sinus Diseases,C09.603.692
Paranasal Sinus Neoplasms,C09.603.692.503
Maxillary Sinus Neoplasms,C09.603.692.503.503
Sinusitis,C09.603.692.752
Ethmoid Sinusitis,C09.603.692.752.267
Frontal Sinusitis,C09.603.692.752.387
Maxillary Sinusitis,C09.603.692.752.578
Sphenoid Sinusitis,C09.603.692.752.827
Rhinitis,C09.603.799
"Rhinitis, Allergic",C09.603.799.315
"Rhinitis, Allergic, Perennial",C09.603.799.315.500
"Rhinitis, Allergic, Seasonal",C09.603.799.315.750
"Rhinitis, Atrophic",C09.603.799.649
"Rhinitis, Vasomotor",C09.603.799.910
Rhinoscleroma,C09.603.850
Otorhinolaryngologic Neoplasms,C09.647
Ear Neoplasms,C09.647.312
Laryngeal Neoplasms,C09.647.481
"Neuroma, Acoustic",C09.647.675
Neurofibromatosis 2,C09.647.675.500
Nose Neoplasms,C09.647.685
Paranasal Sinus Neoplasms,C09.647.685.693
Maxillary Sinus Neoplasms,C09.647.685.693.575
Pharyngeal Neoplasms,C09.647.710
Hypopharyngeal Neoplasms,C09.647.710.485
Nasopharyngeal Neoplasms,C09.647.710.650
Nasopharyngeal Carcinoma,C09.647.710.650.500
Oropharyngeal Neoplasms,C09.647.710.685
Tonsillar Neoplasms,C09.647.710.685.800
Pharyngeal Diseases,C09.775
Deglutition Disorders,C09.775.174
Lemierre Syndrome,C09.775.262
Nasopharyngeal Diseases,C09.775.350
Nasopharyngeal Neoplasms,C09.775.350.650
Nasopharyngeal Carcinoma,C09.775.350.650.500
Nasopharyngitis,C09.775.350.700
Pharyngeal Neoplasms,C09.775.549
Hypopharyngeal Neoplasms,C09.775.549.485
Nasopharyngeal Neoplasms,C09.775.549.650
Nasopharyngeal Carcinoma,C09.775.549.650.500
Oropharyngeal Neoplasms,C09.775.549.685
Tonsillar Neoplasms,C09.775.549.685.800
Pharyngitis,C09.775.649
Nasopharyngitis,C09.775.649.500
Retropharyngeal Abscess,C09.775.649.625
Tonsillitis,C09.775.649.750
Peritonsillar Abscess,C09.775.649.750.500
Velopharyngeal Insufficiency,C09.775.955
Nervous System Diseases,C10
Autoimmune Diseases of the Nervous System,C10.114
"Demyelinating Autoimmune Diseases, CNS",C10.114.375
Diffuse Cerebral Sclerosis of Schilder,C10.114.375.112
"Encephalomyelitis, Acute Disseminated",C10.114.375.225
"Leukoencephalitis, Acute Hemorrhagic",C10.114.375.225.500
"Leukoencephalitis, Acute Hemorrhagic",C10.114.375.362
Multiple Sclerosis,C10.114.375.500
"Multiple Sclerosis, Chronic Progressive",C10.114.375.500.200
"Multiple Sclerosis, Relapsing-Remitting",C10.114.375.500.600
"Myelitis, Transverse",C10.114.375.600
Neuromyelitis Optica,C10.114.375.600.500
Neuromyelitis Optica,C10.114.375.800
Lambert-Eaton Myasthenic Syndrome,C10.114.468
Myasthenia Gravis,C10.114.656
"Myasthenia Gravis, Autoimmune, Experimental",C10.114.656.300
"Myasthenia Gravis, Neonatal",C10.114.656.650
"Nervous System Autoimmune Disease, Experimental",C10.114.703
"Encephalomyelitis, Autoimmune, Experimental",C10.114.703.300
"Myasthenia Gravis, Autoimmune, Experimental",C10.114.703.350
"Neuritis, Autoimmune, Experimental",C10.114.703.700
Polyradiculoneuropathy,C10.114.750
Guillain-Barre Syndrome,C10.114.750.100
Miller Fisher Syndrome,C10.114.750.100.500
"Polyradiculoneuropathy, Chronic Inflammatory Demyelinating",C10.114.750.175
Stiff-Person Syndrome,C10.114.812
Uveomeningoencephalitic Syndrome,C10.114.843
"Vasculitis, Central Nervous System",C10.114.875
"AIDS Arteritis, Central Nervous System",C10.114.875.175
Giant Cell Arteritis,C10.114.875.700
"Lupus Vasculitis, Central Nervous System",C10.114.875.850
Autonomic Nervous System Diseases,C10.177
Adie Syndrome,C10.177.045
Autonomic Dysreflexia,C10.177.090
Complex Regional Pain Syndromes,C10.177.195
Causalgia,C10.177.195.200
Reflex Sympathetic Dystrophy,C10.177.195.800
Horner Syndrome,C10.177.350
Primary Dysautonomias,C10.177.575
"Dysautonomia, Familial",C10.177.575.300
Multiple System Atrophy,C10.177.575.550
Olivopontocerebellar Atrophies,C10.177.575.550.375
Shy-Drager Syndrome,C10.177.575.550.750
Striatonigral Degeneration,C10.177.575.550.875
Orthostatic Intolerance,C10.177.575.600
"Hypotension, Orthostatic",C10.177.575.600.450
Post-Exercise Hypotension,C10.177.575.600.537
Postural Orthostatic Tachycardia Syndrome,C10.177.575.600.625
"Syncope, Vasovagal",C10.177.575.600.800
Pure Autonomic Failure,C10.177.575.650
"Sweating, Gustatory",C10.177.825
Central Nervous System Diseases,C10.228
Brain Diseases,C10.228.140
Acute Febrile Encephalopathy,C10.228.140.021
Akinetic Mutism,C10.228.140.042
Amblyopia,C10.228.140.055
"Amnesia, Transient Global",C10.228.140.060
"Auditory Diseases, Central",C10.228.140.068
Auditory Perceptual Disorders,C10.228.140.068.094
"Hearing Loss, Central",C10.228.140.068.432
Basal Ganglia Diseases,C10.228.140.079
Basal Ganglia Cerebrovascular Disease,C10.228.140.079.127
Basal Ganglia Hemorrhage,C10.228.140.079.127.500
Putaminal Hemorrhage,C10.228.140.079.127.500.500
Chorea Gravidarum,C10.228.140.079.294
Dystonia Musculorum Deformans,C10.228.140.079.357
Hepatolenticular Degeneration,C10.228.140.079.493
Huntington Disease,C10.228.140.079.545
Meige Syndrome,C10.228.140.079.590
Multiple System Atrophy,C10.228.140.079.612
Olivopontocerebellar Atrophies,C10.228.140.079.612.600
Shy-Drager Syndrome,C10.228.140.079.612.700
Striatonigral Degeneration,C10.228.140.079.612.800
Neuroleptic Malignant Syndrome,C10.228.140.079.737
Pantothenate Kinase-Associated Neurodegeneration,C10.228.140.079.800
Parkinsonian Disorders,C10.228.140.079.862
Lewy Body Disease,C10.228.140.079.862.400
Parkinson Disease,C10.228.140.079.862.500
"Parkinson Disease, Secondary",C10.228.140.079.862.800
MPTP Poisoning,C10.228.140.079.862.800.300
"Parkinson Disease, Postencephalitic",C10.228.140.079.862.800.600
"Supranuclear Palsy, Progressive",C10.228.140.079.882
Tourette Syndrome,C10.228.140.079.898
Brain Abscess,C10.228.140.116
"Toxoplasmosis, Cerebral",C10.228.140.116.800
"Brain Damage, Chronic",C10.228.140.140
"Brain Injury, Chronic",C10.228.140.140.127
Cerebral Palsy,C10.228.140.140.254
Persistent Vegetative State,C10.228.140.140.627
Brain Death,C10.228.140.151
"Brain Diseases, Metabolic",C10.228.140.163
"Brain Diseases, Metabolic, Inborn",C10.228.140.163.100
Adrenoleukodystrophy,C10.228.140.163.100.084
"Cerebral Amyloid Angiopathy, Familial",C10.228.140.163.100.168
Galactosemias,C10.228.140.163.100.320
Hartnup Disease,C10.228.140.163.100.355
Hepatolenticular Degeneration,C10.228.140.163.100.360
Hereditary Central Nervous System Demyelinating Diseases,C10.228.140.163.100.362
Adrenoleukodystrophy,C10.228.140.163.100.362.250
Alexander Disease,C10.228.140.163.100.362.312
Canavan Disease,C10.228.140.163.100.362.375
"Leukodystrophy, Globoid Cell",C10.228.140.163.100.362.500
"Leukodystrophy, Metachromatic",C10.228.140.163.100.362.550
Pelizaeus-Merzbacher Disease,C10.228.140.163.100.362.775
Homocystinuria,C10.228.140.163.100.365
"Hyperglycinemia, Nonketotic",C10.228.140.163.100.375
Hyperlysinemias,C10.228.140.163.100.380
Leigh Disease,C10.228.140.163.100.412
Lesch-Nyhan Syndrome,C10.228.140.163.100.425
"Lysosomal Storage Diseases, Nervous System",C10.228.140.163.100.435
Fucosidosis,C10.228.140.163.100.435.295
Glycogen Storage Disease Type II,C10.228.140.163.100.435.340
Mucolipidoses,C10.228.140.163.100.435.590
Sialic Acid Storage Disease,C10.228.140.163.100.435.810
Sphingolipidoses,C10.228.140.163.100.435.825
Fabry Disease,C10.228.140.163.100.435.825.200
Farber Lipogranulomatosis,C10.228.140.163.100.435.825.250
Gangliosidoses,C10.228.140.163.100.435.825.300
"Gangliosidoses, GM2",C10.228.140.163.100.435.825.300.300
Sandhoff Disease,C10.228.140.163.100.435.825.300.300.249
Tay-Sachs Disease,C10.228.140.163.100.435.825.300.300.500
"Tay-Sachs Disease, AB Variant",C10.228.140.163.100.435.825.300.300.750
"Gangliosidosis, GM1",C10.228.140.163.100.435.825.300.400
Gaucher Disease,C10.228.140.163.100.435.825.400
"Leukodystrophy, Globoid Cell",C10.228.140.163.100.435.825.590
Niemann-Pick Diseases,C10.228.140.163.100.435.825.700
"Niemann-Pick Disease, Type A",C10.228.140.163.100.435.825.700.500
"Niemann-Pick Disease, Type B",C10.228.140.163.100.435.825.700.750
"Niemann-Pick Disease, Type C",C10.228.140.163.100.435.825.700.875
Sea-Blue Histiocyte Syndrome,C10.228.140.163.100.435.825.775
Sulfatidosis,C10.228.140.163.100.435.825.850
"Leukodystrophy, Metachromatic",C10.228.140.163.100.435.825.850.500
Multiple Sulfatase Deficiency Disease,C10.228.140.163.100.435.825.850.750
Maple Syrup Urine Disease,C10.228.140.163.100.520
MELAS Syndrome,C10.228.140.163.100.535
Menkes Kinky Hair Syndrome,C10.228.140.163.100.540
MERRF Syndrome,C10.228.140.163.100.545
Mevalonate Kinase Deficiency,C10.228.140.163.100.593
Oculocerebrorenal Syndrome,C10.228.140.163.100.640
Phenylketonurias,C10.228.140.163.100.687
"Phenylketonuria, Maternal",C10.228.140.163.100.687.500
Pyruvate Carboxylase Deficiency Disease,C10.228.140.163.100.725
Pyruvate Dehydrogenase Complex Deficiency Disease,C10.228.140.163.100.750
Refsum Disease,C10.228.140.163.100.813
"Refsum Disease, Infantile",C10.228.140.163.100.844
Tyrosinemias,C10.228.140.163.100.875
"Urea Cycle Disorders, Inborn",C10.228.140.163.100.937
Argininosuccinic Aciduria,C10.228.140.163.100.937.124
Carbamoyl-Phosphate Synthase I Deficiency Disease,C10.228.140.163.100.937.249
Citrullinemia,C10.228.140.163.100.937.374
Hyperargininemia,C10.228.140.163.100.937.500
Ornithine Carbamoyltransferase Deficiency Disease,C10.228.140.163.100.937.750
Zellweger Syndrome,C10.228.140.163.100.968
Hepatic Encephalopathy,C10.228.140.163.360
Kernicterus,C10.228.140.163.480
Marchiafava-Bignami Disease,C10.228.140.163.510
Mitochondrial Encephalomyopathies,C10.228.140.163.540
"Myelinolysis, Central Pontine",C10.228.140.163.560
Reye Syndrome,C10.228.140.163.780
Wernicke Encephalopathy,C10.228.140.163.960
Brain Edema,C10.228.140.187
Brain Injuries,C10.228.140.199
"Brain Hemorrhage, Traumatic",C10.228.140.199.275
"Brain Stem Hemorrhage, Traumatic",C10.228.140.199.275.200
"Cerebral Hemorrhage, Traumatic",C10.228.140.199.275.300
"Brain Injuries, Diffuse",C10.228.140.199.388
Diffuse Axonal Injury,C10.228.140.199.388.500
"Brain Injuries, Traumatic",C10.228.140.199.444
Brain Concussion,C10.228.140.199.444.250
Brain Contusion,C10.228.140.199.444.375
Chronic Traumatic Encephalopathy,C10.228.140.199.444.500
"Brain Injury, Chronic",C10.228.140.199.500
Chronic Traumatic Encephalopathy,C10.228.140.199.500.500
"Epilepsy, Post-Traumatic",C10.228.140.199.650
Pneumocephalus,C10.228.140.199.700
Brain Neoplasms,C10.228.140.211
Cerebral Ventricle Neoplasms,C10.228.140.211.280
Choroid Plexus Neoplasms,C10.228.140.211.280.300
"Papilloma, Choroid Plexus",C10.228.140.211.280.300.500
Infratentorial Neoplasms,C10.228.140.211.500
Brain Stem Neoplasms,C10.228.140.211.500.100
Cerebellar Neoplasms,C10.228.140.211.500.200
Neurocytoma,C10.228.140.211.692
Pinealoma,C10.228.140.211.788
Supratentorial Neoplasms,C10.228.140.211.885
Hypothalamic Neoplasms,C10.228.140.211.885.500
Pallister-Hall Syndrome,C10.228.140.211.885.500.299
Pituitary Neoplasms,C10.228.140.211.885.500.600
Cerebellar Diseases,C10.228.140.252
Cerebellar Ataxia,C10.228.140.252.190
Spinocerebellar Ataxias,C10.228.140.252.190.530
Ataxia Telangiectasia,C10.228.140.252.190.530.060
Machado-Joseph Disease,C10.228.140.252.190.530.530
Cerebellar Neoplasms,C10.228.140.252.200
Dandy-Walker Syndrome,C10.228.140.252.300
Miller Fisher Syndrome,C10.228.140.252.500
Paraneoplastic Cerebellar Degeneration,C10.228.140.252.620
Spinocerebellar Degenerations,C10.228.140.252.700
Friedreich Ataxia,C10.228.140.252.700.150
Myoclonic Cerebellar Dyssynergia,C10.228.140.252.700.250
Olivopontocerebellar Atrophies,C10.228.140.252.700.650
Spinocerebellar Ataxias,C10.228.140.252.700.700
Machado-Joseph Disease,C10.228.140.252.700.700.500
Cerebrovascular Disorders,C10.228.140.300
Basal Ganglia Cerebrovascular Disease,C10.228.140.300.100
Basal Ganglia Hemorrhage,C10.228.140.300.100.200
Putaminal Hemorrhage,C10.228.140.300.100.200.500
Brain Ischemia,C10.228.140.300.150
Brain Infarction,C10.228.140.300.150.477
Brain Stem Infarctions,C10.228.140.300.150.477.100
Lateral Medullary Syndrome,C10.228.140.300.150.477.100.500
Cerebral Infarction,C10.228.140.300.150.477.200
"Dementia, Multi-Infarct",C10.228.140.300.150.477.200.199
"Infarction, Anterior Cerebral Artery",C10.228.140.300.150.477.200.400
"Infarction, Middle Cerebral Artery",C10.228.140.300.150.477.200.450
"Infarction, Posterior Cerebral Artery",C10.228.140.300.150.477.200.475
"Hypoxia-Ischemia, Brain",C10.228.140.300.150.716
"Ischemic Attack, Transient",C10.228.140.300.150.836
Vertebrobasilar Insufficiency,C10.228.140.300.150.956
Subclavian Steal Syndrome,C10.228.140.300.150.956.700
Carotid Artery Diseases,C10.228.140.300.200
Carotid Artery Injuries,C10.228.140.300.200.345
"Carotid Artery, Internal, Dissection",C10.228.140.300.200.345.300
Carotid Artery Thrombosis,C10.228.140.300.200.355
Carotid Stenosis,C10.228.140.300.200.360
Carotid-Cavernous Sinus Fistula,C10.228.140.300.200.480
Moyamoya Disease,C10.228.140.300.200.600
Cerebral Small Vessel Diseases,C10.228.140.300.275
CADASIL,C10.228.140.300.275.249
"Cerebral Amyloid Angiopathy, Familial",C10.228.140.300.275.311
Fabry Disease,C10.228.140.300.275.374
MELAS Syndrome,C10.228.140.300.275.500
Microscopic Polyangiitis,C10.228.140.300.275.600
"Stroke, Lacunar",C10.228.140.300.275.800
Cerebrovascular Trauma,C10.228.140.300.350
Carotid Artery Injuries,C10.228.140.300.350.500
"Carotid Artery, Internal, Dissection",C10.228.140.300.350.500.300
Carotid-Cavernous Sinus Fistula,C10.228.140.300.350.500.350
Vertebral Artery Dissection,C10.228.140.300.350.875
"Dementia, Vascular",C10.228.140.300.400
CADASIL,C10.228.140.300.400.203
"Dementia, Multi-Infarct",C10.228.140.300.400.408
Intracranial Arterial Diseases,C10.228.140.300.510
Cerebral Arterial Diseases,C10.228.140.300.510.200
CADASIL,C10.228.140.300.510.200.175
Cerebral Amyloid Angiopathy,C10.228.140.300.510.200.200
"Cerebral Amyloid Angiopathy, Familial",C10.228.140.300.510.200.200.160
"Infarction, Anterior Cerebral Artery",C10.228.140.300.510.200.325
"Infarction, Middle Cerebral Artery",C10.228.140.300.510.200.387
"Infarction, Posterior Cerebral Artery",C10.228.140.300.510.200.418
Moyamoya Disease,C10.228.140.300.510.200.737
Intracranial Aneurysm,C10.228.140.300.510.600
Intracranial Arteriosclerosis,C10.228.140.300.510.800
"Dementia, Vascular",C10.228.140.300.510.800.500
Intracranial Arteriovenous Malformations,C10.228.140.300.520
Vein of Galen Malformations,C10.228.140.300.520.500
Intracranial Embolism and Thrombosis,C10.228.140.300.525
Intracranial Embolism,C10.228.140.300.525.400
Intracranial Thrombosis,C10.228.140.300.525.425
"Sinus Thrombosis, Intracranial",C10.228.140.300.525.425.500
Cavernous Sinus Thrombosis,C10.228.140.300.525.425.500.375
Lateral Sinus Thrombosis,C10.228.140.300.525.425.500.562
Sagittal Sinus Thrombosis,C10.228.140.300.525.425.500.750
Intracranial Hemorrhages,C10.228.140.300.535
Cerebral Hemorrhage,C10.228.140.300.535.200
Basal Ganglia Hemorrhage,C10.228.140.300.535.200.150
Putaminal Hemorrhage,C10.228.140.300.535.200.150.500
"Cerebral Hemorrhage, Traumatic",C10.228.140.300.535.200.200
Cerebral Intraventricular Hemorrhage,C10.228.140.300.535.200.600
"Intracranial Hemorrhage, Hypertensive",C10.228.140.300.535.325
"Intracranial Hemorrhage, Traumatic",C10.228.140.300.535.450
"Brain Hemorrhage, Traumatic",C10.228.140.300.535.450.200
"Brain Stem Hemorrhage, Traumatic",C10.228.140.300.535.450.200.500
"Cerebral Hemorrhage, Traumatic",C10.228.140.300.535.450.200.750
"Hematoma, Epidural, Cranial",C10.228.140.300.535.450.300
"Hematoma, Subdural",C10.228.140.300.535.450.400
"Hematoma, Subdural, Acute",C10.228.140.300.535.450.400.050
"Hematoma, Subdural, Chronic",C10.228.140.300.535.450.400.120
"Hematoma, Subdural, Intracranial",C10.228.140.300.535.450.400.400
"Subarachnoid Hemorrhage, Traumatic",C10.228.140.300.535.450.650
Pituitary Apoplexy,C10.228.140.300.535.625
Subarachnoid Hemorrhage,C10.228.140.300.535.800
"Subarachnoid Hemorrhage, Traumatic",C10.228.140.300.535.800.700
"Leukomalacia, Periventricular",C10.228.140.300.700
Sneddon Syndrome,C10.228.140.300.750
Stroke,C10.228.140.300.775
Brain Infarction,C10.228.140.300.775.200
Brain Stem Infarctions,C10.228.140.300.775.200.100
Lateral Medullary Syndrome,C10.228.140.300.775.200.100.500
Cerebral Infarction,C10.228.140.300.775.200.200
"Dementia, Multi-Infarct",C10.228.140.300.775.200.200.199
"Infarction, Anterior Cerebral Artery",C10.228.140.300.775.200.200.400
"Infarction, Middle Cerebral Artery",C10.228.140.300.775.200.200.450
"Infarction, Posterior Cerebral Artery",C10.228.140.300.775.200.200.475
"Stroke, Lacunar",C10.228.140.300.775.600
Susac Syndrome,C10.228.140.300.787
Vascular Headaches,C10.228.140.300.800
"Vasculitis, Central Nervous System",C10.228.140.300.850
"AIDS Arteritis, Central Nervous System",C10.228.140.300.850.125
Giant Cell Arteritis,C10.228.140.300.850.500
"Lupus Vasculitis, Central Nervous System",C10.228.140.300.850.750
"Vasospasm, Intracranial",C10.228.140.300.900
Dementia,C10.228.140.380
AIDS Dementia Complex,C10.228.140.380.070
Alzheimer Disease,C10.228.140.380.100
"Aphasia, Primary Progressive",C10.228.140.380.132
Primary Progressive Nonfluent Aphasia,C10.228.140.380.132.600
Creutzfeldt-Jakob Syndrome,C10.228.140.380.165
"Dementia, Vascular",C10.228.140.380.230
CADASIL,C10.228.140.380.230.124
"Dementia, Multi-Infarct",C10.228.140.380.230.250
Diffuse Neurofibrillary Tangles with Calcification,C10.228.140.380.254
Frontotemporal Lobar Degeneration,C10.228.140.380.266
Frontotemporal Dementia,C10.228.140.380.266.299
Pick Disease of the Brain,C10.228.140.380.266.299.500
Primary Progressive Nonfluent Aphasia,C10.228.140.380.266.600
Huntington Disease,C10.228.140.380.278
Kluver-Bucy Syndrome,C10.228.140.380.326
Lewy Body Disease,C10.228.140.380.422
Diffuse Cerebral Sclerosis of Schilder,C10.228.140.400
Encephalitis,C10.228.140.430
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,C10.228.140.430.124
Cerebral Ventriculitis,C10.228.140.430.249
Infectious Encephalitis,C10.228.140.430.520
"Encephalitis, Viral",C10.228.140.430.520.750
"Encephalitis, Arbovirus",C10.228.140.430.520.750.300
